Key,Stream,Line_number,Time_stamp,Text,Label
1903,"FOX.1488554044.042Z-1488554100.000Z.ts
","25
","00:00:45,612 --> 00:00:47,247
","<font face=""Monospace"">{\an7}AND HOT TOPICS, EWE WERE ONE OF 
THE PEOPLE WHO KICKED IN MONEY </font>
",
1904,"FOX.1488554044.042Z-1488554100.000Z.ts
","26
","00:00:47,247 --> 00:00:48,148
","<font face=""Monospace"">{\an7}THE PEOPLE WHO KICKED IN MONEY 
FOR THE KICK START.</font>
",
1905,"FOX.1488554044.042Z-1488554100.000Z.ts
","27
","00:00:48,148 --> 00:00:50,384
","<font face=""Monospace"">{\an7}FOR THE KICK START.
ALL RIGHT, IT WAS ONLY $10.</font>
",
1906,"FOX.1488554044.042Z-1488554100.000Z.ts
","28
","00:00:50,384 --> 00:00:53,721
","<font face=""Monospace"">{\an7}ALL RIGHT, IT WAS ONLY $10.
BUT -- </font>
",
1907,"FOX.1488554044.042Z-1488554100.000Z.ts
","29
","00:00:53,720 --> 00:00:54,120
","<font face=""Monospace"">{\an7}BUT -- 
[ LAUGHTER ]</font>
",
1908,"FOX.1488554100.000Z-1488554160.005Z.ts
","1
","00:00:00,367 --> 00:00:03,437
","<font face=""Monospace"">{\an7}THIS IS TWO YEARS AGO, THOUGH.</font>

",
1909,"FOX.1488554100.000Z-1488554160.005Z.ts
","2
","00:00:03,437 --> 00:00:05,072
","<font face=""Monospace"">{\an7}THIS IS TWO YEARS AGO, THOUGH.
WE COULD HAVE DONE A LOT BETTER </font>
",
1910,"FOX.1488554100.000Z-1488554160.005Z.ts
","3
","00:00:05,072 --> 00:00:05,372
","<font face=""Monospace"">{\an7}WE COULD HAVE DONE A LOT BETTER 
TODAY.</font>
",
1911,"FOX.1488554100.000Z-1488554160.005Z.ts
","4
","00:00:05,372 --> 00:00:08,375
","<font face=""Monospace"">{\an7}TODAY.
I MEAN, WE’RE ALL THE WAY UP NOW</font>
",
1912,"FOX.1488554100.000Z-1488554160.005Z.ts
","5
","00:00:08,375 --> 00:00:09,142
","<font face=""Monospace"">{\an7}I MEAN, WE’RE ALL THE WAY UP NOW
TOO.</font>
",
1913,"FOX.1488554100.000Z-1488554160.005Z.ts
","6
","00:00:09,142 --> 00:00:09,542
","<font face=""Monospace"">{\an7}TOO.
[ APPLAUSE ]</font>
",
1914,"FOX.1488554100.000Z-1488554160.005Z.ts
","7
","00:00:09,543 --> 00:00:13,747
","<font face=""Monospace"">{\an7}[ APPLAUSE ]
WELL -- WELL -- </font>
",
1915,"FOX.1488554100.000Z-1488554160.005Z.ts
","8
","00:00:13,747 --> 00:00:16,683
","<font face=""Monospace"">{\an7}WELL -- WELL -- 
THAT’S OKAY.</font>
",
1916,"FOX.1488554100.000Z-1488554160.005Z.ts
","9
","00:00:16,683 --> 00:00:17,417
","<font face=""Monospace"">{\an7}THAT’S OKAY.
YOU’RE WATCHING AND I LOVE YOU </font>
",
1917,"FOX.1488554100.000Z-1488554160.005Z.ts
","10
","00:00:17,417 --> 00:00:18,218
","<font face=""Monospace"">{\an7}YOU’RE WATCHING AND I LOVE YOU 
FOR WATCHING.</font>
",
1918,"FOX.1488554100.000Z-1488554160.005Z.ts
","11
","00:00:18,218 --> 00:00:21,855
","<font face=""Monospace"">{\an7}FOR WATCHING.
[ CHEERS AND APPLAUSE ]</font>
",
1919,"FOX.1488554100.000Z-1488554160.005Z.ts
","12
","00:00:21,855 --> 00:00:23,256
","<font face=""Monospace"">{\an7}[ CHEERS AND APPLAUSE ]
NO, BUT BACK TO THE GIRLS.</font>
",
1920,"FOX.1488554100.000Z-1488554160.005Z.ts
","13
","00:00:23,257 --> 00:00:25,459
","<font face=""Monospace"">{\an7}NO, BUT BACK TO THE GIRLS.
BACK TO THE GIRLS.</font>
",
1921,"FOX.1488554100.000Z-1488554160.005Z.ts
","14
","00:00:25,459 --> 00:00:25,859
","<font face=""Monospace"">{\an7}BACK TO THE GIRLS.
I LIKE THEM.</font>
",
1922,"FOX.1488554100.000Z-1488554160.005Z.ts
","15
","00:00:25,859 --> 00:00:27,060
","<font face=""Monospace"">{\an7}I LIKE THEM.
YOU DONATED MONEY.</font>
",
1923,"FOX.1488554100.000Z-1488554160.005Z.ts
","16
","00:00:27,060 --> 00:00:29,129
","<font face=""Monospace"">{\an7}YOU DONATED MONEY.
IT APPARENTLY TOOK TWO YEARS TO </font>
",
1924,"FOX.1488554100.000Z-1488554160.005Z.ts
","17
","00:00:29,129 --> 00:00:30,964
","<font face=""Monospace"">{\an7}IT APPARENTLY TOOK TWO YEARS TO 
GET MONEY FROM YOU.</font>
",
1925,"FOX.1488554100.000Z-1488554160.005Z.ts
","18
","00:00:30,964 --> 00:00:33,500
","<font face=""Monospace"">{\an7}GET MONEY FROM YOU.
I GUESS EVERYBODY WAS SENDING </font>
",
1926,"FOX.1488554100.000Z-1488554160.005Z.ts
","19
","00:00:33,500 --> 00:00:33,767
","<font face=""Monospace"">{\an7}I GUESS EVERYBODY WAS SENDING 
$10.</font>
",
1927,"FOX.1488554100.000Z-1488554160.005Z.ts
","20
","00:00:33,767 --> 00:00:35,669
","<font face=""Monospace"">{\an7}$10.
BUT NOW THEY HAVE THE MONEY AND </font>
",
1928,"FOX.1488554100.000Z-1488554160.005Z.ts
","21
","00:00:35,669 --> 00:00:38,138
","<font face=""Monospace"">{\an7}BUT NOW THEY HAVE THE MONEY AND 
THEY’RE GOING TO PUT THE ALBUM </font>
",
1929,"FOX.1488554100.000Z-1488554160.005Z.ts
","22
","00:00:38,138 --> 00:00:38,405
","<font face=""Monospace"">{\an7}THEY’RE GOING TO PUT THE ALBUM 
OUT.</font>
",
1930,"FOX.1488554100.000Z-1488554160.005Z.ts
","23
","00:00:38,405 --> 00:00:40,173
","<font face=""Monospace"">{\an7}OUT.
AND THE WAY WE FOUND OUT -- </font>
",
1931,"FOX.1488554100.000Z-1488554160.005Z.ts
","24
","00:00:40,173 --> 00:00:42,208
","<font face=""Monospace"">{\an7}AND THE WAY WE FOUND OUT -- 
OKAY, NORMAN, OKAY, NORMAN WAS </font>
",
1932,"FOX.1488554100.000Z-1488554160.005Z.ts
","25
","00:00:42,209 --> 00:00:46,447
","<font face=""Monospace"">{\an7}OKAY, NORMAN, OKAY, NORMAN WAS 
THE ONE WHO USED $10 FROM PETTY </font>
",
1933,"FOX.1488554100.000Z-1488554160.005Z.ts
","26
","00:00:46,446 --> 00:00:46,746
","<font face=""Monospace"">{\an7}THE ONE WHO USED $10 FROM PETTY 
CASH?</font>
",
1934,"FOX.1488554100.000Z-1488554160.005Z.ts
","27
","00:00:46,747 --> 00:00:49,516
","<font face=""Monospace"">{\an7}CASH?
>> I CRASHED OPEN THE PIGGY </font>
",
1935,"FOX.1488554100.000Z-1488554160.005Z.ts
","28
","00:00:49,516 --> 00:00:49,816
","<font face=""Monospace"">{\an7}>> I CRASHED OPEN THE PIGGY 
BANK. </font>
",
1936,"FOX.1488554100.000Z-1488554160.005Z.ts
","29
","00:00:49,816 --> 00:00:51,217
","<font face=""Monospace"">{\an7}BANK. 
>> AND THE GIRLS SEND A THANK </font>
",
1937,"FOX.1488554160.005Z-1488554220.002Z.ts
","1
","00:00:00,000 --> 00:00:02,970
","<font face=""Monospace"">{\an7}PROMISARY NOTE </font>

",
1938,"FOX.1488554160.005Z-1488554220.002Z.ts
","2
","00:00:02,970 --> 00:00:04,205
","<font face=""Monospace"">{\an7}PROMISARY NOTE 
SAYING THAT THE ALBUM WILL COME </font>
",
1939,"FOX.1488554160.005Z-1488554220.002Z.ts
","3
","00:00:04,204 --> 00:00:05,172
","<font face=""Monospace"">{\an7}SAYING THAT THE ALBUM WILL COME 
OUT IN JUNE.</font>
",
1940,"FOX.1488554160.005Z-1488554220.002Z.ts
","4
","00:00:05,172 --> 00:00:06,540
","<font face=""Monospace"">{\an7}OUT IN JUNE.
SO THERE YOU ARE IT.</font>
",
1941,"FOX.1488554160.005Z-1488554220.002Z.ts
","5
","00:00:06,540 --> 00:00:06,940
","<font face=""Monospace"">{\an7}SO THERE YOU ARE IT.
[ APPLAUSE ]</font>
",
1942,"FOX.1488554160.005Z-1488554220.002Z.ts
","6
","00:00:06,940 --> 00:00:09,276
","<font face=""Monospace"">{\an7}[ APPLAUSE ]
ANOTHER CELEBRITY WAS ROBBED.</font>
",
1943,"FOX.1488554160.005Z-1488554220.002Z.ts
","7
","00:00:09,276 --> 00:00:11,111
","<font face=""Monospace"">{\an7}ANOTHER CELEBRITY WAS ROBBED.
AND THIS ONE WAS ROBBED FOR THE </font>
",
1944,"FOX.1488554160.005Z-1488554220.002Z.ts
","8
","00:00:11,111 --> 00:00:11,979
","<font face=""Monospace"">{\an7}AND THIS ONE WAS ROBBED FOR THE 
SECOND TIME.</font>
",
1945,"FOX.1488554160.005Z-1488554220.002Z.ts
","9
","00:00:11,979 --> 00:00:16,250
","<font face=""Monospace"">{\an7}SECOND TIME.
THE FIRST TIME, THEY TOOK LIKE </font>
",
1946,"FOX.1488554160.005Z-1488554220.002Z.ts
","10
","00:00:16,250 --> 00:00:17,818
","<font face=""Monospace"">{\an7}THE FIRST TIME, THEY TOOK LIKE 
$7 MILLION OF STUFF AND THAT WAS</font>
",
1947,"FOX.1488554160.005Z-1488554220.002Z.ts
","11
","00:00:17,818 --> 00:00:20,054
","<font face=""Monospace"">{\an7}$7 MILLION OF STUFF AND THAT WAS
BACK IN 2014, I BELIEVE.</font>
",
1948,"FOX.1488554160.005Z-1488554220.002Z.ts
","12
","00:00:20,053 --> 00:00:22,389
","<font face=""Monospace"">{\an7}BACK IN 2014, I BELIEVE.
SO, YOU WOULD THINK THAT YOU </font>
",
1949,"FOX.1488554160.005Z-1488554220.002Z.ts
","13
","00:00:22,389 --> 00:00:24,892
","<font face=""Monospace"">{\an7}SO, YOU WOULD THINK THAT YOU 
WOULD AT LEAST LEARN YOUR </font>
",
1950,"FOX.1488554160.005Z-1488554220.002Z.ts
","14
","00:00:24,892 --> 00:00:25,226
","<font face=""Monospace"">{\an7}WOULD AT LEAST LEARN YOUR 
LESSON.</font>
",
1951,"FOX.1488554160.005Z-1488554220.002Z.ts
","15
","00:00:25,225 --> 00:00:26,326
","<font face=""Monospace"">{\an7}LESSON.
FLOYD MAYWEATHER, WHAT IS GOING </font>
",
1952,"FOX.1488554160.005Z-1488554220.002Z.ts
","16
","00:00:26,326 --> 00:00:27,627
","<font face=""Monospace"">{\an7}FLOYD MAYWEATHER, WHAT IS GOING 
ON WITH YOU?</font>
",
1953,"FOX.1488554160.005Z-1488554220.002Z.ts
","17
","00:00:27,628 --> 00:00:29,730
","<font face=""Monospace"">{\an7}ON WITH YOU?
SO, FIRST OF ALL, HAPPY </font>
",
1954,"FOX.1488554160.005Z-1488554220.002Z.ts
","18
","00:00:29,730 --> 00:00:31,131
","<font face=""Monospace"">{\an7}SO, FIRST OF ALL, HAPPY 
BIRTHDAY, HE JUST CELEBRATED HIS</font>
",
1955,"FOX.1488554160.005Z-1488554220.002Z.ts
","19
","00:00:31,131 --> 00:00:34,167
","<font face=""Monospace"">{\an7}BIRTHDAY, HE JUST CELEBRATED HIS
40th BIRTHDAY, HE AND HIS TEETH.</font>
",
1956,"FOX.1488554160.005Z-1488554220.002Z.ts
","20
","00:00:34,167 --> 00:00:35,769
","<font face=""Monospace"">{\an7}40th BIRTHDAY, HE AND HIS TEETH.
[ APPLAUSE ]</font>
",
1957,"FOX.1488554160.005Z-1488554220.002Z.ts
","21
","00:00:35,769 --> 00:00:36,503
","<font face=""Monospace"">{\an7}[ APPLAUSE ]
YOU KNOW I LOVE HIM A GOOD SET </font>
",
1958,"FOX.1488554160.005Z-1488554220.002Z.ts
","22
","00:00:36,503 --> 00:00:39,539
","<font face=""Monospace"">{\an7}YOU KNOW I LOVE HIM A GOOD SET 
OF CHOPPERS.</font>
",
1959,"FOX.1488554160.005Z-1488554220.002Z.ts
","23
","00:00:39,540 --> 00:00:40,641
","<font face=""Monospace"">{\an7}OF CHOPPERS.
WHOSE TEETH ARE BETTER?</font>
",
1960,"FOX.1488554160.005Z-1488554220.002Z.ts
","24
","00:00:40,641 --> 00:00:44,712
","<font face=""Monospace"">{\an7}WHOSE TEETH ARE BETTER?
HIS OR TYRESE’S?</font>
",
1961,"FOX.1488554160.005Z-1488554220.002Z.ts
","25
","00:00:44,711 --> 00:00:47,681
","<font face=""Monospace"">{\an7}HIS OR TYRESE’S?
ANY WAY.</font>
",
1962,"FOX.1488554160.005Z-1488554220.002Z.ts
","26
","00:00:47,681 --> 00:00:49,550
","<font face=""Monospace"">{\an7}ANY WAY.
SO HE CELEBRATED HIS 40th </font>
",
1963,"FOX.1488554160.005Z-1488554220.002Z.ts
","27
","00:00:49,550 --> 00:00:51,118
","<font face=""Monospace"">{\an7}SO HE CELEBRATED HIS 40th 
BIRTHDAY IN VEGAS.</font>
",
1964,"FOX.1488554160.005Z-1488554220.002Z.ts
","28
","00:00:51,118 --> 00:00:52,519
","<font face=""Monospace"">{\an7}BIRTHDAY IN VEGAS.
IN HIGH STYLE, HAVING A GREAT </font>
",
1965,"FOX.1488554160.005Z-1488554220.002Z.ts
","29
","00:00:52,519 --> 00:00:53,387
","<font face=""Monospace"">{\an7}IN HIGH STYLE, HAVING A GREAT 
TIME WITH HIS FRIENDS.</font>
",
1966,"FOX.1488554160.005Z-1488554220.002Z.ts
","30
","00:00:53,387 --> 00:00:55,990
","<font face=""Monospace"">{\an7}TIME WITH HIS FRIENDS.
IN THE MEANTIME BACK IN L.A., </font>
",
1967,"FOX.1488554160.005Z-1488554220.002Z.ts
","31
","00:00:55,989 --> 00:00:58,725
","<font face=""Monospace"">{\an7}IN THE MEANTIME BACK IN L.A., 
SOMEBODY WAS BREAKING INTO HIS </font>
",
1968,"FOX.1488554160.005Z-1488554220.002Z.ts
","32
","00:00:58,725 --> 00:00:59,025
","<font face=""Monospace"">{\an7}SOMEBODY WAS BREAKING INTO HIS 
HOUSE.</font>
",
1969,"FOX.1488554220.002Z-1488554280.001Z.ts
","1
","00:00:00,000 --> 00:00:00,534
","<font face=""Monospace"">{\an7}NG -- </font>

",
1970,"FOX.1488554220.002Z-1488554280.001Z.ts
","2
","00:00:00,534 --> 00:00:03,103
","<font face=""Monospace"">{\an7}NG -- 
LIKE, IF YOU HAVEN’T BEEN ROBBED</font>
",
1971,"FOX.1488554220.002Z-1488554280.001Z.ts
","3
","00:00:03,103 --> 00:00:04,838
","<font face=""Monospace"">{\an7}LIKE, IF YOU HAVEN’T BEEN ROBBED
BEFORE, TIMES ARE HARD OUT HERE.</font>
",
1972,"FOX.1488554220.002Z-1488554280.001Z.ts
","4
","00:00:04,838 --> 00:00:06,106
","<font face=""Monospace"">{\an7}BEFORE, TIMES ARE HARD OUT HERE.
PEOPLE ARE STARVING.</font>
",
1973,"FOX.1488554220.002Z-1488554280.001Z.ts
","5
","00:00:06,106 --> 00:00:11,244
","<font face=""Monospace"">{\an7}PEOPLE ARE STARVING.
YOU’RE ON INSTAGRAM MAKING IT </font>
",
1974,"FOX.1488554220.002Z-1488554280.001Z.ts
","6
","00:00:11,245 --> 00:00:14,682
","<font face=""Monospace"">{\an7}YOU’RE ON INSTAGRAM MAKING IT 
WORTH THE THIEVES’ WHILE TO </font>
",
1975,"FOX.1488554220.002Z-1488554280.001Z.ts
","7
","00:00:14,681 --> 00:00:16,183
","<font face=""Monospace"">{\an7}WORTH THE THIEVES’ WHILE TO 
ALMOST GET CAUGHT.</font>
",
1976,"FOX.1488554220.002Z-1488554280.001Z.ts
","8
","00:00:16,183 --> 00:00:17,785
","<font face=""Monospace"">{\an7}ALMOST GET CAUGHT.
LOOK -- NOW, YOU KNOW, THAT IS </font>
",
1977,"FOX.1488554220.002Z-1488554280.001Z.ts
","9
","00:00:17,784 --> 00:00:19,052
","<font face=""Monospace"">{\an7}LOOK -- NOW, YOU KNOW, THAT IS 
JUST ONE OF MANY PICTURES.</font>
",
1978,"FOX.1488554220.002Z-1488554280.001Z.ts
","10
","00:00:19,052 --> 00:00:25,959
","<font face=""Monospace"">{\an7}JUST ONE OF MANY PICTURES.
AND NO, I DON’T -- YES, YES, </font>
",
1979,"FOX.1488554220.002Z-1488554280.001Z.ts
","11
","00:00:25,959 --> 00:00:27,327
","<font face=""Monospace"">{\an7}AND NO, I DON’T -- YES, YES, 
YES.</font>
",
1980,"FOX.1488554220.002Z-1488554280.001Z.ts
","12
","00:00:27,327 --> 00:00:27,961
","<font face=""Monospace"">{\an7}YES.
UH-HUH.</font>
",
1981,"FOX.1488554220.002Z-1488554280.001Z.ts
","13
","00:00:27,961 --> 00:00:29,930
","<font face=""Monospace"">{\an7}UH-HUH.
OH, THE THIEVES MADE OFF THIS </font>
",
1982,"FOX.1488554220.002Z-1488554280.001Z.ts
","14
","00:00:29,930 --> 00:00:31,965
","<font face=""Monospace"">{\an7}OH, THE THIEVES MADE OFF THIS 
TIME WITH, TO ME, CHUMP CHANGE </font>
",
1983,"FOX.1488554220.002Z-1488554280.001Z.ts
","15
","00:00:31,965 --> 00:00:34,234
","<font face=""Monospace"">{\an7}TIME WITH, TO ME, CHUMP CHANGE 
FOR HIM.</font>
",
1984,"FOX.1488554220.002Z-1488554280.001Z.ts
","16
","00:00:34,234 --> 00:00:39,473
","<font face=""Monospace"">{\an7}FOR HIM.
$150,000 WORTH OF PURSES.</font>
",
1985,"FOX.1488554220.002Z-1488554280.001Z.ts
","17
","00:00:39,473 --> 00:00:39,873
","<font face=""Monospace"">{\an7}$150,000 WORTH OF PURSES.
[ LAUGHTER ]</font>
",
1986,"FOX.1488554220.002Z-1488554280.001Z.ts
","18
","00:00:39,873 --> 00:00:40,307
","<font face=""Monospace"">{\an7}[ LAUGHTER ]
I DON’T KNOW.</font>
",
1987,"FOX.1488554220.002Z-1488554280.001Z.ts
","19
","00:00:40,307 --> 00:00:43,443
","<font face=""Monospace"">{\an7}I DON’T KNOW.
I’M NOT ASKING.</font>
",
1988,"FOX.1488554220.002Z-1488554280.001Z.ts
","20
","00:00:43,443 --> 00:00:47,881
","<font face=""Monospace"">{\an7}I’M NOT ASKING.
AND A BUNCH OF WATCHES AND OTHER</font>
",
1989,"FOX.1488554220.002Z-1488554280.001Z.ts
","21
","00:00:47,881 --> 00:00:48,215
","<font face=""Monospace"">{\an7}AND A BUNCH OF WATCHES AND OTHER
JEWELRY.</font>
",
1990,"FOX.1488554220.002Z-1488554280.001Z.ts
","22
","00:00:48,215 --> 00:00:51,719
","<font face=""Monospace"">{\an7}JEWELRY.
IT WOULD SEEM TO ME THAT ONE OF </font>
",
1991,"FOX.1488554220.002Z-1488554280.001Z.ts
","23
","00:00:51,718 --> 00:00:52,452
","<font face=""Monospace"">{\an7}IT WOULD SEEM TO ME THAT ONE OF 
THOSE PIECES -- YOU KNOW WHAT, </font>
",
1992,"FOX.1488554220.002Z-1488554280.001Z.ts
","24
","00:00:52,452 --> 00:00:52,786
","<font face=""Monospace"">{\an7}THOSE PIECES -- YOU KNOW WHAT, 
POLICE?</font>
",
1993,"FOX.1488554220.002Z-1488554280.001Z.ts
","25
","00:00:52,786 --> 00:00:54,021
","<font face=""Monospace"">{\an7}POLICE?
I THINK YOU NEED TO BE MORE </font>
",
1994,"FOX.1488554220.002Z-1488554280.001Z.ts
","26
","00:00:54,021 --> 00:00:56,423
","<font face=""Monospace"">{\an7}I THINK YOU NEED TO BE MORE 
ACCURATE IN YOUR ASSESSMENT.</font>
",
1995,"FOX.1488554280.001Z-1488554340.002Z.ts
","1
","00:00:00,000 --> 00:00:04,488
","<font face=""Monospace"">{\an7}MAYWEATHER </font>

",
1996,"FOX.1488554280.001Z-1488554340.002Z.ts
","2
","00:00:04,488 --> 00:00:10,260
","<font face=""Monospace"">{\an7}MAYWEATHER 
HAS $150,000 ON ONE PINKIE RING.</font>
",
1997,"FOX.1488554280.001Z-1488554340.002Z.ts
","3
","00:00:10,260 --> 00:00:11,094
","<font face=""Monospace"">{\an7}HAS $150,000 ON ONE PINKIE RING.
WHY DON’T YOU USE AN ALARM?</font>
",
1998,"FOX.1488554280.001Z-1488554340.002Z.ts
","4
","00:00:11,094 --> 00:00:12,495
","<font face=""Monospace"">{\an7}WHY DON’T YOU USE AN ALARM?
WHY DON’T YOU USE A FENCE?</font>
",
1999,"FOX.1488554280.001Z-1488554340.002Z.ts
","5
","00:00:12,496 --> 00:00:14,465
","<font face=""Monospace"">{\an7}WHY DON’T YOU USE A FENCE?
THAT IS WHEN THEY KNOW YOUR </font>
",
2000,"FOX.1488554280.001Z-1488554340.002Z.ts
","6
","00:00:14,464 --> 00:00:16,566
","<font face=""Monospace"">{\an7}THAT IS WHEN THEY KNOW YOUR 
HOUSE IS GOING TO BE EMPTY.</font>
",
2001,"FOX.1488554280.001Z-1488554340.002Z.ts
","7
","00:00:16,567 --> 00:00:18,269
","<font face=""Monospace"">{\an7}HOUSE IS GOING TO BE EMPTY.
YOU KNOW THE AUNT YOU COUNT ON </font>
",
2002,"FOX.1488554280.001Z-1488554340.002Z.ts
","8
","00:00:18,268 --> 00:00:19,836
","<font face=""Monospace"">{\an7}YOU KNOW THE AUNT YOU COUNT ON 
TO WATCH YOUR HOUSE AND FEED </font>
",
2003,"FOX.1488554280.001Z-1488554340.002Z.ts
","9
","00:00:19,836 --> 00:00:20,904
","<font face=""Monospace"">{\an7}TO WATCH YOUR HOUSE AND FEED 
YOUR DOGS AND STUFF?</font>
",
2004,"FOX.1488554280.001Z-1488554340.002Z.ts
","10
","00:00:20,904 --> 00:00:22,939
","<font face=""Monospace"">{\an7}YOUR DOGS AND STUFF?
THE PEOPLE YOU KNOW -- THE BEST </font>
",
2005,"FOX.1488554280.001Z-1488554340.002Z.ts
","11
","00:00:22,940 --> 00:00:24,141
","<font face=""Monospace"">{\an7}THE PEOPLE YOU KNOW -- THE BEST 
SECURITY PEOPLE, THEY ARE OUT </font>
",
2006,"FOX.1488554280.001Z-1488554340.002Z.ts
","12
","00:00:24,141 --> 00:00:25,175
","<font face=""Monospace"">{\an7}SECURITY PEOPLE, THEY ARE OUT 
THERE SECURING HIM.</font>
",
2007,"FOX.1488554280.001Z-1488554340.002Z.ts
","13
","00:00:25,175 --> 00:00:26,510
","<font face=""Monospace"">{\an7}THERE SECURING HIM.
THE AUNT IS THERE TOO.</font>
",
2008,"FOX.1488554280.001Z-1488554340.002Z.ts
","14
","00:00:26,510 --> 00:00:30,781
","<font face=""Monospace"">{\an7}THE AUNT IS THERE TOO.
THE DOGS ARE -- I DOBLTN’T KNOW </font>
",
2009,"FOX.1488554280.001Z-1488554340.002Z.ts
","15
","00:00:30,781 --> 00:00:34,952
","<font face=""Monospace"">{\an7}THE DOGS ARE -- I DOBLTN’T KNOW 
THAT HE HAS DOGS.</font>
",
2010,"FOX.1488554280.001Z-1488554340.002Z.ts
","16
","00:00:34,952 --> 00:00:35,419
","<font face=""Monospace"">{\an7}THAT HE HAS DOGS.
BUT IN MY MIND.</font>
",
2011,"FOX.1488554280.001Z-1488554340.002Z.ts
","17
","00:00:35,419 --> 00:00:41,292
","<font face=""Monospace"">{\an7}BUT IN MY MIND.
BUT DAMN IT, JUST GO TO THE </font>
",
2012,"FOX.1488554280.001Z-1488554340.002Z.ts
","18
","00:00:41,291 --> 00:00:41,658
","<font face=""Monospace"">{\an7}BUT DAMN IT, JUST GO TO THE 
BACK-DOOR.</font>
",
2013,"FOX.1488554280.001Z-1488554340.002Z.ts
","19
","00:00:41,658 --> 00:00:42,359
","<font face=""Monospace"">{\an7}BACK-DOOR.
AND THIS IS A GATED COMMUNITY.</font>
",
2014,"FOX.1488554280.001Z-1488554340.002Z.ts
","20
","00:00:42,359 --> 00:00:45,395
","<font face=""Monospace"">{\an7}AND THIS IS A GATED COMMUNITY.
I DON’T TRUST ANYBODY BUT ME </font>
",
2015,"FOX.1488554280.001Z-1488554340.002Z.ts
","21
","00:00:45,395 --> 00:00:46,162
","<font face=""Monospace"">{\an7}I DON’T TRUST ANYBODY BUT ME 
BEING THE LAST ONE TO LEAVE THE </font>
",
2016,"FOX.1488554280.001Z-1488554340.002Z.ts
","22
","00:00:46,163 --> 00:00:46,463
","<font face=""Monospace"">{\an7}BEING THE LAST ONE TO LEAVE THE 
HOUSE.</font>
",
2017,"FOX.1488554280.001Z-1488554340.002Z.ts
","23
","00:00:46,463 --> 00:00:46,997
","<font face=""Monospace"">{\an7}HOUSE.
I HAVE TO TELL YOU.</font>
",
2018,"FOX.1488554280.001Z-1488554340.002Z.ts
","24
","00:00:46,997 --> 00:00:48,098
","<font face=""Monospace"">{\an7}I HAVE TO TELL YOU.
YOU EVER BEEN VIOLATED AT YOUR </font>
",
2019,"FOX.1488554280.001Z-1488554340.002Z.ts
","25
","00:00:48,098 --> 00:00:48,398
","<font face=""Monospace"">{\an7}YOU EVER BEEN VIOLATED AT YOUR 
HOUSE?</font>
",
2020,"FOX.1488554280.001Z-1488554340.002Z.ts
","26
","00:00:48,398 --> 00:00:51,034
","<font face=""Monospace"">{\an7}HOUSE?
I REMEMBER WHEN WE WERE GROWING </font>
",
2021,"FOX.1488554280.001Z-1488554340.002Z.ts
","27
","00:00:51,034 --> 00:00:53,937
","<font face=""Monospace"">{\an7}I REMEMBER WHEN WE WERE GROWING 
UP IN OCEAN TOWNSHIP, NEW </font>
",
2022,"FOX.1488554280.001Z-1488554340.002Z.ts
","28
","00:00:53,937 --> 00:00:54,337
","<font face=""Monospace"">{\an7}UP IN OCEAN TOWNSHIP, NEW 
JERSEY.</font>
",
2023,"FOX.1488554280.001Z-1488554340.002Z.ts
","29
","00:00:54,338 --> 00:00:56,674
","<font face=""Monospace"">{\an7}JERSEY.
THOSE OF YOU FAMILIAR, I GREW UP</font>
",
2024,"FOX.1488554340.002Z-1488554400.002Z.ts
","1
","00:00:00,000 --> 00:00:00,250
","<font face=""Monospace"">{\an7}SECTION.</font>

",
2025,"FOX.1488554340.002Z-1488554400.002Z.ts
","2
","00:00:00,250 --> 00:00:01,952
","<font face=""Monospace"">{\an7}SECTION.
YOU’RE FROM WAYSIDE?</font>
",
2026,"FOX.1488554340.002Z-1488554400.002Z.ts
","3
","00:00:01,952 --> 00:00:03,153
","<font face=""Monospace"">{\an7}YOU’RE FROM WAYSIDE?
YOU ARE LYING.</font>
",
2027,"FOX.1488554340.002Z-1488554400.002Z.ts
","4
","00:00:03,153 --> 00:00:04,221
","<font face=""Monospace"">{\an7}YOU ARE LYING.
SHE’S FROM -- I KNOW YOU!</font>
",
2028,"FOX.1488554340.002Z-1488554400.002Z.ts
","5
","00:00:04,221 --> 00:00:05,355
","<font face=""Monospace"">{\an7}SHE’S FROM -- I KNOW YOU!
OH, MY GOD!</font>
",
2029,"FOX.1488554340.002Z-1488554400.002Z.ts
","6
","00:00:05,355 --> 00:00:07,991
","<font face=""Monospace"">{\an7}OH, MY GOD!
OH, MY GOD!</font>
",
2030,"FOX.1488554340.002Z-1488554400.002Z.ts
","7
","00:00:07,991 --> 00:00:12,229
","<font face=""Monospace"">{\an7}OH, MY GOD!
WAIT A MINUTE!</font>
",
2031,"FOX.1488554340.002Z-1488554400.002Z.ts
","8
","00:00:12,229 --> 00:00:13,831
","<font face=""Monospace"">{\an7}WAIT A MINUTE!
WAIT, I DON’T RECOGNIZE YOU.</font>
",
2032,"FOX.1488554340.002Z-1488554400.002Z.ts
","9
","00:00:13,830 --> 00:00:15,432
","<font face=""Monospace"">{\an7}WAIT, I DON’T RECOGNIZE YOU.
I REMEMBER A LOT OF STUFF BUT I </font>
",
2033,"FOX.1488554340.002Z-1488554400.002Z.ts
","10
","00:00:15,432 --> 00:00:17,567
","<font face=""Monospace"">{\an7}I REMEMBER A LOT OF STUFF BUT I 
HAVE TO COME UP -- WE GREW UP.</font>
",
